Gcar,Gtm,Date,Team,Home,Opp,Result,Series,Inngs,Dec,DR,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA,FIP,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,IR,IS,SB,CS,PO,AB,2B,3B,GIDP,SF,ROE,BAbip,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Id,GmSc,DFS(DK),DFS(FD)
2,6,2007-10-15,BOS,@,CLE,"L, 2-4",ALCS G3,GS-5,L(0-1),9,4.2,6,4,4,1,2,0,6,0,0,1,22,6.75,4.31,101,59,20,10,7,7,4,0,0,,,0,0,0,20,0,0,0,0,0,.385,0.68,-0.1,21.26,-2.4%,-1.69,1b --- 0 out tie,5b 12- 2 out d4,matsuda01,40,,
3,10,2007-10-21,BOS,,CLE,"W, 11-2",ALCS G7,GS-5,W(1-1),5,5.0,6,2,2,0,0,0,3,0,0,1,20,5.65,3.52,88,61,14,8,7,10,3,3,0,,,0,0,0,19,2,0,0,1,0,.353,0.95,0.1,79.17,4.8%,0.92,1t --- 0 out tie,5t 3 out a1,matsuda01,50,,
4,13,2007-10-27,BOS,@,COL,"W, 10-5",WS G3,GS-6,W(2-1),5,5.1,3,2,2,0,3,0,5,1,0,0,23,5.03,3.55,101,66,13,10,8,6,2,2,0,,,0,0,0,19,0,0,0,0,0,.214,0.65,0.2,26.99,3.8%,2.40,1b --- 0 out tie,6b 12- 1 out a6,matsuda01,56,,
5,2,2008-10-03,BOS,@,LAA,"W, 7-5",ALDS G2,GS-6,,4,5.0,8,3,3,0,3,0,5,0,0,0,26,5.40,2.93,108,67,20,12,7,11,5,2,0,,,0,0,0,23,0,0,0,0,0,.444,1.28,0.0,19.49,0.3%,-0.28,1b --- 0 out a4,5b 3 out a2,matsuda01,41,,
6,5,2008-10-10,BOS,@,TBR,"W, 2-0",ALCS G1,GS-8,W(1-0),6,7.0,4,0,0,0,4,0,9,0,0,1,29,2.25,2.55,115,66,21,11,7,9,2,3,0,,,0,0,0,25,0,0,0,0,0,.250,1.55,0.3,40.61,4.5%,2.76,1b --- 0 out tie,8b 12- 0 out a2,matsuda01,74,,
7,9,2008-10-16,BOS,,TBR,"W, 8-7",ALCS G5,GS-5,,5,4.0,5,5,5,3,2,0,2,0,0,0,19,4.50,5.26,82,53,12,10,4,11,3,1,0,,,1,0,0,17,0,0,0,0,0,.167,0.54,-0.3,9.46,-2.9%,-3.11,1t --- 0 out tie,5t 1-- 0 out d5,matsuda01,32,,
,,,,,,6-1,,,W-L:3-1,,35.2,39,19,19,4,17,0,33,1,0,4,163,4.79,4.31,691,434,116,69,48,64,23,13,0,,,3,0,0,144,5,0,0,1,0,.324,1.01,0.1,19.49,7.6%,0.37,,,matsuda01,47,,
1.0,2.0,2019-10-05,MIN,@,NYY,"L, 2-8",ALDS G2,GS-3,L(0-1),9.0,2.0,6,4,4,0,2,0,0,0,0,0,13,18.0,6.21,43,23,4,2,6,5,4,0,0,,,0,0,0,11,1,0,1,0,0,0.545,1.13,-0.1,18.1,-1.3%,-1.77,1b --- 0 out tie,3b 123 0 out d1,dobnara01,26,,
,,,,,,0-1,,,W-L:0-1,,2.0,6,4,4,0,2,0,0,0,0,0,13,18.0,6.21,43,23,4,2,6,5,4,0,0,,,0,0,0,11,1,0,1,0,0,0.545,1.13,-0.1,18.1,-1.3%,-1.77,,,dobnara01,26,,
1,3,2010-10-10,CIN,,PHI,"L, 0-2",NLDS G3,GS-5,L(0-1),10,5.0,5,2,1,1,1,0,2,0,0,0,22,1.80,5.48,83,50,15,5,8,11,2,0,0,,,0,0,0,20,0,0,0,0,1,.235,0.90,0.0,9.29,0.1%,0.49,1t --- 0 out tie,5t 3 out d2,cuetojo01,52,,
2,1,2012-10-06,CIN,@,SFG,"W, 5-2",NLDS G1,GS-1,,5,0.1,0,0,0,0,0,0,1,0,0,0,1,0.00,-2.91,6,4,2,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,,0.87,0.0,13.59,0.2%,0.20,1b --- 0 out tie,1b --- 1 out tie,cuetojo01,52,,
3,1,2013-10-01,CIN,@,PIT,"L, 2-6",NLWC G1,GS-4,L(0-1),7,3.1,8,4,4,2,1,0,0,0,0,0,19,10.80,11.75,60,39,8,6,7,10,5,1,1,,,0,0,0,17,1,0,0,1,0,.375,0.67,-0.2,13.94,-2.5%,-1.93,1b --- 0 out tie,4b -2- 1 out d2,cuetojo01,27,,
4,2,2015-10-09,KCR,,HOU,"W, 5-4",ALDS G2,GS-6,,4,6.0,7,4,4,1,3,0,5,0,0,0,27,6.00,5.13,103,66,13,5,8,11,2,2,0,,,0,0,0,24,1,0,1,0,0,.333,0.89,-0.1,13.56,-1.3%,-0.96,1t --- 0 out tie,6t 3 out d2,cuetojo01,44,,
5,5,2015-10-14,KCR,,HOU,"W, 7-2",ALDS G5,GS-8,W(1-0),4,8.0,2,2,2,1,0,0,8,0,0,0,26,3.86,3.78,91,62,15,10,5,13,2,5,0,,,0,0,0,26,0,0,0,0,0,.059,0.71,0.2,29.74,5.2%,2.05,1t --- 0 out tie,8t 3 out a2,cuetojo01,78,,
6,8,2015-10-19,KCR,@,TOR,"L, 8-11",ALCS G3,GS-3,L(1-1),4,2.0,6,8,8,1,4,0,2,1,0,0,17,7.88,5.20,69,39,8,5,4,6,3,0,0,,,1,0,0,12,1,0,0,0,0,.556,1.14,-0.5,23.66,-5.9%,-6.62,1b --- 0 out a1,3b -2- 0 out d5,cuetojo01,10,,
7,13,2015-10-28,KCR,,NYM,"W, 7-1",WS G2,CG,W(2-1),8,9.0,2,1,1,0,3,0,4,0,0,0,31,5.40,4.49,122,70,21,3,11,13,2,2,0,,,0,0,0,28,0,0,1,0,0,.083,0.78,0.3,41.36,8.0%,3.56,1t --- 0 out tie,9t 3 out a6,cuetojo01,80,,
8,2,2016-10-07,SFG,@,CHC,"L, 0-1",NLDS G1,CG,L(0-1),7,8.0,3,1,1,1,0,0,10,0,0,0,27,1.13,2.27,118,74,20,20,7,10,4,2,0,,,0,0,0,27,1,0,0,0,0,.125,0.93,0.2,14.64,1.9%,3.00,1b --- 0 out tie,8b 3 out d1,cuetojo01,82,,
,,,,,,4-4,,,W-L:2-4,,41.2,33,22,21,7,12,0,32,1,0,0,170,4.54,4.71,652,404,102,54,50,74,20,12,1,,,1,0,0,155,4,0,2,1,1,.222,0.85,-0.1,14.64,5.7%,-0.21,,,cuetojo01,53,,
1,3,2009-10-11,BOS,,LAA,"L, 6-7",ALDS G3,GS-6,,6,5.0,6,2,2,1,1,0,3,1,1,0,23,3.60,5.70,95,58,21,4,10,8,1,1,0,,,1,0,0,21,2,0,0,0,0,.294,0.94,0.0,9.76,0.1%,-0.01,1t --- 0 out tie,6t 123 0 out a4,buchhcl01,49,,
2,3,2013-10-07,BOS,@,TBR,"L, 4-5",ALDS G3,GS-7,,9,6.0,7,3,3,1,3,0,5,0,0,0,27,4.50,5.05,104,64,14,10,5,14,5,5,0,,,0,0,0,24,2,0,0,0,0,.333,1.38,0.0,14.30,-0.2%,-0.18,1b --- 0 out a1,6b 3 out tie,buchhcl01,48,,
3,6,2013-10-13,BOS,,DET,"W, 6-5",ALCS G2,GS-6,,5,5.2,8,5,5,2,0,0,6,1,0,1,26,6.17,5.53,82,53,10,8,6,13,7,1,0,,,0,0,0,25,3,0,1,0,1,.353,0.84,-0.1,21.64,-2.6%,-2.24,1t --- 0 out tie,6t 1-- 2 out d5,buchhcl01,39,,
4,10,2013-10-19,BOS,,DET,"W, 5-2",ALCS G6,GS-6,,5,5.0,4,2,2,0,2,0,4,0,0,0,20,5.40,4.67,85,56,13,8,9,5,3,0,0,,,0,0,0,18,0,0,1,0,0,.286,1.09,0.1,41.90,2.8%,1.50,1t --- 0 out tie,6t 12- 0 out a1,buchhcl01,53,,
5,14,2013-10-27,BOS,@,STL,"W, 4-2",WS G4,GS-5,,7,4.0,3,1,0,0,3,1,2,0,0,1,18,4.35,4.60,66,38,12,5,7,6,3,0,0,,,0,0,0,15,1,0,0,0,0,.231,1.02,0.1,65.84,2.0%,0.79,1b --- 0 out tie,4b 3 out d1,buchhcl01,53,,
6,3,2016-10-10,BOS,,CLE,"L, 3-4",ALDS G3,GS-4,L(0-1),11,4.0,6,2,2,0,1,0,4,0,0,0,19,4.50,1.90,75,50,13,10,7,7,6,1,0,,,0,0,0,17,1,0,0,0,0,.462,1.24,0.0,12.81,-0.3%,0.15,1t --- 0 out tie,4t 3 out d2,buchhcl01,45,,
,,,,,,3-3,,,W-L:0-1,,29.2,34,15,14,4,10,1,24,2,1,2,133,4.25,4.42,507,319,83,45,44,53,25,8,0,,,1,0,0,120,9,0,2,0,1,.326,1.08,0.0,9.76,1.8%,0.02,,,buchhcl01,48,,
1,1,2012-10-05,STL,@,ATL,"W, 6-3",NLWC G1,7-7,,3,0.2,2,1,1,0,0,0,0,0,0,0,4,13.50,3.09,18,12,3,2,2,2,1,1,0,0,0,0,0,0,4,0,1,0,0,0,.500,0.59,0.0,12.35,-0.3%,-0.74,7b --- 0 out a4,7b 1-- 2 out a3,mujiced01,,,
2,2,2012-10-07,STL,,WSN,"L, 2-3",NLDS G1,7-7,H(1),1,1.0,0,0,0,0,0,0,0,0,0,0,3,5.40,3.09,6,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.25,0.1,19.53,0.8%,0.47,7t --- 0 out a1,7t 3 out a1,mujiced01,,,
3,3,2012-10-08,STL,,WSN,"W, 12-4",NLDS G2,7-7,,0,1.0,2,1,1,0,0,0,0,0,0,0,4,6.75,3.09,11,7,2,0,2,2,1,0,0,0,0,0,0,0,3,1,0,0,1,0,.500,0.55,0.0,7.78,0.0%,-0.54,7t --- 0 out a5,7t 3 out a4,mujiced01,,,
4,6,2012-10-12,STL,@,WSN,"W, 9-7",NLDS G5,6-7,,3,1.0,1,0,0,0,1,0,1,0,0,0,5,4.91,3.37,21,12,1,4,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.29,0.0,12.00,0.4%,0.48,6b --- 0 out d3,6b 3 out d3,mujiced01,,,
5,7,2012-10-14,STL,@,SFG,"W, 6-4",NLCS G1,7-8,W(1-0),1,1.0,0,0,0,0,0,0,3,0,0,0,3,3.86,2.02,13,10,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0.98,0.1,25.54,1.2%,0.42,7b --- 0 out a2,7b 3 out a2,mujiced01,,,
6,9,2012-10-17,STL,,SFG,"W, 3-1",NLCS G3,7-7,H(2),2,0.1,2,0,0,0,0,0,0,0,0,0,3,3.60,2.09,6,4,1,0,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,.667,1.76,-0.1,55.35,-1.3%,-0.41,7t --- 0 out a1,7t 12- 1 out a1,mujiced01,,,
7,11,2012-10-19,STL,,SFG,"L, 0-5",NLCS G5,9-GF,,1,1.0,0,0,0,0,0,0,0,0,0,0,3,3.00,2.26,7,6,0,2,1,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.02,0.0,0.41,0.0%,0.47,9t --- 0 out d5,9t 3 out d5,mujiced01,,,
8,12,2012-10-21,STL,@,SFG,"L, 1-6",NLCS G6,8-GF,,1,0.1,1,0,0,0,0,0,0,0,0,0,2,2.84,2.30,3,2,0,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,.500,0.08,0.0,3.60,-0.1%,-0.61,8b 12- 2 out d4,8b 3 out d5,mujiced01,,,
9,13,2012-10-22,STL,@,SFG,"L, 0-9",NLCS G7,3-5,,0,1.1,1,0,0,0,0,0,0,0,0,0,5,2.35,2.44,14,12,3,0,2,3,3,0,0,3,0,0,0,0,5,0,0,0,0,0,.200,0.06,0.0,5.17,0.3%,1.14,3b 123 2 out d7,4b 3 out d7,mujiced01,,,
10,2,2013-10-04,STL,,PIT,"L, 1-7",NLDS G2,9-GF,,5,1.0,0,0,0,0,0,0,0,0,0,0,3,0.00,3.05,5,5,0,1,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.00,0.0,0.05,0.0%,0.45,9t --- 0 out d6,9t 3 out d6,mujiced01,,,
11,10,2013-10-16,STL,@,LAD,"L, 4-6",NLCS G5,6-7,,11,1.0,1,1,1,1,0,0,0,0,0,0,4,4.50,9.55,14,10,2,1,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.22,0.0,3.94,-0.4%,-0.58,6b --- 2 out d2,7b --- 2 out d3,mujiced01,,,
,,,,,,5-6,,,"W-L:1-0,Hld:2",,9.2,10,3,3,1,1,0,4,0,0,0,39,2.79,3.91,118,84,14,12,19,15,11,2,0,5,1,0,0,0,37,1,1,0,1,0,.273,0.50,0.0,12.35,0.5%,0.56,,,mujiced01,,,
1.0,2.0,2021-10-09,SFG,,LAD,"L, 2-9",NLDS G2,8-8,,5.0,0.1,1,0,0,0,0,0,1,0,0,0,2,0.0,-2.83,6,4,1,1,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,1.0,0.07,0.0,1.12,0.0%,-0.56,8t 12- 2 out d6,8t 3 out d7,garcija04,,,
2.0,4.0,2021-10-12,SFG,@,LAD,"L, 2-7",NLDS G4,3-4,,2.0,1.0,1,2,1,1,1,0,0,0,0,0,6,6.75,13.67,27,16,3,2,3,2,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0.0,1.13,-0.1,22.0,-0.6%,-0.81,3b 12- 1 out d2,4b --- 1 out d4,garcija04,,,
,,,,,,0-2,,,W-L:0-0,,1.1,2,2,1,1,1,0,1,0,0,0,8,6.75,13.67,33,20,4,3,3,3,1,0,0,4,1,0,0,0,7,0,0,0,0,1,0.2,0.87,-0.1,22.0,-0.7%,-1.38,,,garcija04,,,
1,1,2020-09-29,CHW,@,OAK,"W, 4-1",ALWC G1,8-9,H(1),2,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.19,2,2,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,.000,1.91,0.1,19.81,0.3%,0.44,8b 12- 2 out a3,8b 3 out a3,bummeaa01,,,
2,3,2020-10-01,CHW,@,OAK,"L, 4-6",ALWC G3,2-3,H(2),1,1.0,1,0,0,0,1,0,1,0,0,0,5,0.00,3.94,22,11,6,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.98,0.0,20.33,-0.2%,-0.14,2b --- 1 out a1,3b 12- 1 out a3,bummeaa01,,,
3,2,2021-10-08,CHW,@,HOU,"L, 4-9",ALDS G2,7-7,L(0-1),5,0.1,3,3,3,0,0,0,1,0,0,0,4,81.00,-2.83,13,8,2,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1.000,2.25,-0.2,35.98,-2.0%,-1.41,7b --- 0 out tie,7b 12- 1 out d1,bummeaa01,,,
4,3,2021-10-10,CHW,,HOU,"W, 12-6",ALDS G3,7-8,H(1),1,1.2,0,0,0,0,0,0,4,0,0,0,5,13.50,-1.83,24,19,4,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,.000,0.68,0.1,7.05,0.5%,0.95,7t --- 0 out a3,8t --- 2 out a3,bummeaa01,,,
5,4,2021-10-12,CHW,,HOU,"L, 1-10",ALDS G4,6-7,,1,1.1,2,0,0,0,1,0,2,0,0,0,7,8.10,-0.13,22,16,4,3,3,1,0,0,0,1,1,0,0,0,6,0,0,0,0,0,.500,0.20,0.0,3.95,-0.3%,-0.13,6t -2- 2 out d4,7t 3 out d5,bummeaa01,,,
6,1,2024-10-01,ATL,@,SDP,"L, 0-4",NLWC G1,2-5,,0,2.2,0,0,0,0,1,0,1,0,0,0,7,0.00,3.54,28,19,3,2,4,1,0,0,0,1,0,0,0,0,6,0,0,2,0,0,.000,0.47,0.1,4.83,0.5%,1.54,2b 1-- 1 out d3,4b 3 out d3,bummeaa01,,,
,,,,,,2-4,,,"W-L:0-1,Hld:3",,7.1,6,3,3,0,3,0,9,0,0,0,29,3.68,1.95,111,75,20,10,13,4,2,0,0,4,1,0,0,0,26,0,0,2,0,0,.353,0.82,0.0,7.05,-1.2%,1.25,,,bummeaa01,,,
1,3,2008-10-05,TBR,@,CHW,"L, 3-5",ALDS G3,GS-7,L(0-1),7,6.0,7,5,5,0,4,0,4,0,0,1,28,7.50,3.80,95,58,11,14,8,12,6,3,0,,,3,0,0,23,3,0,1,1,0,.350,0.84,-0.2,8.69,-1.2%,-1.67,1b --- 0 out tie,6b 3 out d4,garzama01,38,,
2,7,2008-10-13,TBR,@,BOS,"W, 9-1",ALCS G3,GS-7,W(1-1),7,6.0,6,1,1,0,3,0,5,0,0,0,27,4.50,3.38,116,63,24,4,7,12,3,2,0,,,0,0,0,24,2,0,0,0,0,.316,0.71,0.2,22.37,3.2%,2.08,1b --- 0 out tie,7b 1-3 0 out a5,garzama01,58,,
3,11,2008-10-19,TBR,,BOS,"W, 3-1",ALCS G7,GS-8,W(2-1),5,7.0,2,1,1,1,3,0,9,1,0,0,27,3.32,3.66,118,75,22,14,6,8,2,3,0,,,1,1,0,23,0,0,0,0,1,.077,1.16,0.3,96.85,13.9%,2.38,1t --- 0 out tie,8t 1-- 0 out a2,garzama01,75,,
4,14,2008-10-25,TBR,@,PHI,"L, 4-5",WS G3,GS-7,,5,6.0,6,4,4,3,2,0,7,0,0,1,25,3.96,4.77,102,65,18,10,6,10,3,1,0,,,0,1,0,23,0,0,0,0,0,.231,0.84,-0.1,52.95,-4.2%,-0.88,1b --- 0 out tie,6b 3 out d3,garzama01,49,,
5,3,2010-10-09,TBR,@,TEX,"W, 6-3",ALDS G3,GS-7,,8,6.0,5,2,1,1,2,0,4,0,0,0,24,1.50,4.91,90,55,16,10,12,6,4,0,0,,,1,0,0,22,1,0,1,0,0,.235,1.06,0.0,10.94,0.2%,1.25,1b --- 0 out tie,7b --- 0 out d1,garzama01,58,,
,,,,,,3-2,,,W-L:2-1,,31.0,26,13,12,5,14,0,29,1,0,2,131,3.48,4.80,521,316,91,52,39,48,18,9,0,,,5,2,0,115,6,0,2,1,1,.256,0.92,0.1,22.37,11.8%,3.16,,,garzama01,56,,
1.0,1.0,2020-09-29,TOR,@,TBR,"L, 1-3",ALWC G1,8-GF,,3.0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.0,3.19,12,9,1,1,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.18,0.0,1.87,0.1%,0.5,8b --- 0 out d2,8b 3 out d2,hatchto01,,,
2.0,2.0,2020-09-30,TOR,@,TBR,"L, 2-8",ALWC G2,7-8,,0.0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.0,2.19,11,9,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.02,0.0,0.22,0.0%,0.5,7b --- 0 out d6,7b 3 out d6,hatchto01,,,
,,,,,,0-2,,,W-L:0-0,,2.0,0,0,0,0,0,0,1,0,0,0,6,0.0,2.19,23,18,2,2,3,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.1,0.0,1.87,0.1%,1.0,,,hatchto01,,,
1.0,3.0,2013-10-06,LAD,,ATL,"W, 13-6",NLDS G3,4-6,W(1-0),6.0,3.0,0,0,0,0,3,0,3,0,0,0,11,0.0,4.05,46,24,10,5,4,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0.0,0.69,0.1,14.35,0.8%,1.28,4t --- 0 out a2,6t 3 out a6,capuach01,,,
,,,,,,1-0,,,W-L:1-0,,3.0,0,0,0,0,3,0,3,0,0,0,11,0.0,4.05,46,24,10,5,4,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0.0,0.69,0.1,14.35,0.8%,1.28,,,capuach01,,,
1.0,2.0,2019-10-03,WSN,@,LAD,"L, 0-6",NLDS G1,GS-7,L(0-1),4.0,6.0,3,2,1,0,5,0,9,0,0,0,27,1.5,2.71,107,62,16,12,9,4,1,0,0,,,0,0,0,22,0,0,0,0,2,0.231,1.08,0.0,16.99,0.4%,1.08,1b --- 0 out tie,6b 3 out d2,corbipa01,64.0,,
2.0,4.0,2019-10-06,WSN,,LAD,"L, 4-10",NLDS G3,6-6,BL(0-2),2.0,0.2,4,6,6,0,2,1,2,0,0,0,8,9.45,3.06,35,20,5,4,1,3,3,0,0,0.0,0.0,0,0,0,6,2,0,0,0,0,1.0,1.72,-0.5,35.98,-6.5%,-3.92,6t --- 0 out a1,6t 12- 2 out d3,corbipa01,,,
3.0,6.0,2019-10-09,WSN,@,LAD,"W, 7-3 (10)",NLDS G5,7-9,,2.0,1.1,0,0,0,0,0,0,3,1,0,0,5,7.88,2.71,22,14,2,6,0,1,0,1,0,0.0,0.0,0,0,0,4,0,0,0,0,0,0.0,1.52,0.1,63.5,2.7%,0.62,7b --- 2 out d2,8b 3 out tie,corbipa01,,,
4.0,8.0,2019-10-12,WSN,@,STL,"W, 3-1",NLCS G2,9-9,H(1),2.0,0.1,0,0,0,0,0,0,0,0,0,0,1,7.56,2.73,2,2,1,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,1.85,0.0,47.63,0.8%,0.24,9b --- 0 out a2,9b --- 1 out a2,corbipa01,,,
5.0,10.0,2019-10-15,WSN,,STL,"W, 7-4",NLCS G4,GS-5,W(1-2),2.0,5.0,4,4,4,1,3,0,12,0,0,0,22,7.43,2.76,94,65,13,22,4,3,1,0,0,,,0,0,0,19,1,0,0,0,0,0.5,0.52,0.0,5.69,0.0%,-1.3,1t --- 0 out tie,5t 3 out a3,corbipa01,52.0,,
6.0,11.0,2019-10-22,WSN,@,HOU,"W, 5-4",WS G1,6-7,H(2),6.0,1.0,1,0,0,0,0,0,2,0,0,0,4,6.91,2.52,21,13,0,4,1,1,1,0,0,0.0,0.0,0,0,0,4,0,0,0,0,0,0.5,1.07,0.1,55.87,2.1%,0.57,6b --- 0 out a3,6b 3 out a3,corbipa01,,,
7.0,14.0,2019-10-26,WSN,,HOU,"L, 1-8",WS G4,GS-6,L(1-3),3.0,6.0,7,4,4,1,2,0,5,0,0,0,26,6.64,3.16,96,59,14,12,12,8,6,1,0,,,1,0,0,24,0,0,1,0,0,0.333,0.73,-0.1,46.56,-6.0%,-0.76,1t --- 0 out tie,6t 3 out d4,corbipa01,45.0,,
8.0,17.0,2019-10-30,WSN,@,HOU,"W, 6-2",WS G7,6-9,W(2-3),3.0,3.0,2,0,0,0,0,0,3,0,0,0,10,5.79,2.91,44,28,7,6,4,3,3,0,0,0.0,0.0,0,0,0,10,0,0,1,0,0,0.286,1.21,0.2,201.0,26.0%,1.71,6b --- 0 out d2,8b 3 out a2,corbipa01,,,
,,,,,,5-3,,,"W-L:2-3,BSv:1,Hld:2",,23.1,21,16,15,2,12,1,36,1,0,0,103,5.79,2.91,421,263,58,66,32,23,15,2,0,0.0,0.0,1,0,0,90,3,0,2,0,2,0.365,0.96,-0.1,55.87,19.4%,-1.76,,,corbipa01,54.0,,
1,2,2007-10-04,COL,@,PHI,"W, 10-5",NLDS G2,GS-4,,6,3.0,3,3,3,1,2,0,3,1,0,0,14,9.00,8.57,58,37,11,5,2,6,1,0,0,,,0,0,1,11,1,1,0,0,0,.286,1.03,-0.2,15.68,-1.4%,-1.36,1b --- 0 out a2,3b 3 out d1,moralfr01,42,,
2,7,2007-10-15,COL,,ARI,"W, 6-4",NLCS G4,GS-4,,10,4.0,5,1,1,0,1,0,2,1,0,0,18,5.14,5.81,64,40,10,4,4,10,5,0,0,,,0,1,1,16,2,0,0,0,0,.357,1.11,0.1,12.41,0.7%,1.25,1t --- 0 out tie,4t 3 out d1,moralfr01,49,,
3,8,2007-10-24,COL,@,BOS,"L, 1-13",WS G1,5-5,,8,0.2,6,7,7,0,1,0,0,0,1,0,9,12.91,5.98,35,19,8,0,2,6,5,1,0,0,0,0,0,0,8,3,0,0,0,0,.750,0.15,0.0,7.90,-1.2%,-4.25,5b --- 0 out d5,5b 123 2 out d9,moralfr01,,,
4,10,2007-10-27,COL,,BOS,"L, 5-10",WS G3,3-5,,2,2.1,1,0,0,0,0,0,1,0,0,0,8,9.90,5.14,35,23,4,1,4,3,0,0,0,2,0,0,0,0,8,1,0,0,0,0,.143,0.22,0.0,9.17,0.9%,1.77,3t -23 2 out d6,5t 3 out d6,moralfr01,,,
5,1,2009-10-07,COL,@,PHI,"L, 1-5",NLDS G1,7-8,,3,1.0,0,0,0,0,0,0,0,0,0,0,2,0.00,3.10,10,6,1,1,0,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,.000,0.17,0.0,2.62,0.1%,1.13,7b -2- 0 out d5,7b 3 out d5,moralfr01,,,
6,2,2009-10-08,COL,@,PHI,"W, 5-4",NLDS G2,8-9,H(1),0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.10,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,1.25,0.0,20.12,0.3%,0.11,8b --- 2 out a1,8b 3 out a1,moralfr01,,,
7,3,2009-10-11,COL,,PHI,"L, 5-6",NLDS G3,7-7,,2,1.0,0,0,0,0,0,0,0,0,0,0,3,0.00,3.10,6,5,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.78,0.1,16.43,0.8%,0.56,7t --- 0 out d1,7t 3 out d1,moralfr01,,,
8,4,2009-10-12,COL,,PHI,"L, 4-5",NLDS G4,8-8,,0,0.1,0,0,0,0,3,1,1,0,0,0,4,0.00,5.72,20,6,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1.37,-0.1,26.20,-1.1%,-1.08,8t --- 0 out d1,8t 123 1 out d1,moralfr01,,,
9,3,2013-10-07,BOS,@,TBR,"L, 4-5",ALDS G3,8-8,,8,0.1,1,1,1,0,1,0,0,0,0,0,3,27.00,12.05,11,6,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,2.50,-0.1,25.88,-0.4%,-0.41,8b --- 0 out tie,8b 12- 1 out tie,moralfr01,,,
10,8,2013-10-16,BOS,@,DET,"L, 3-7",ALCS G4,7-8,,8,1.0,1,0,0,0,0,0,0,0,0,0,4,6.75,5.30,15,11,3,1,1,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,.250,0.04,0.0,1.30,0.1%,0.50,7b --- 0 out d5,7b 3 out d5,moralfr01,,,
11,10,2013-10-19,BOS,,DET,"W, 5-2",ALCS G6,6-6,BS(1),2,0.0,1,0,0,0,1,0,0,0,0,0,2,6.75,5.30,8,2,1,0,0,1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,1.000,3.26,-0.3,125.02,-7.6%,-2.35,6t 12- 0 out a1,6t 1-3 0 out d1,moralfr01,,,
12,8,2015-10-19,KCR,@,TOR,"L, 8-11",ALCS G3,8-GF,,14,1.0,2,1,1,0,1,0,1,0,0,0,6,9.00,4.13,20,10,1,3,2,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,.500,0.01,0.0,0.18,0.0%,-0.50,8b --- 0 out d6,8b 3 out d7,moralfr01,,,
13,9,2015-10-20,KCR,@,TOR,"W, 14-2",ALCS G4,9-GF(10),,0,1.0,1,0,0,0,0,0,1,0,0,0,4,4.50,2.63,14,8,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.00,0.0,0.00,0.0%,0.50,9b --- 0 out a12,9b 3 out a12,moralfr01,,,
14,14,2015-10-30,KCR,@,NYM,"L, 3-9",WS G3,6-6,,9,0.1,2,4,4,0,0,0,0,1,0,0,5,19.29,3.99,22,14,3,2,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,0.60,-0.1,24.92,-2.1%,-2.06,6b --- 0 out d2,6b 123 1 out d3,moralfr01,,,
